problem,method,seed,iterations,final_objective,best_objective,final_primal,final_dual,final_rho,rho_changes,final_status,deploy_loss,continuous_loss,teacher_weight_rel_error,wall_time_sec,deploy_rel_error,weight_rel_error,bits,num_blocks
tiny_llm_ptq,residual_balance_relative,1,100,0.149143554436854,0.03648084388380007,7.101898509548961,9.81744946992526,1.0,0,running,,,,2.0135294999927282,0.3482444629244466,0.3022668633641306,4,7
tiny_llm_ptq,online_ogd,1,100,0.10931828615193687,0.03648084388380007,7.547137088647875,7.681068448241643,0.7235411660850865,100,running,,,,7.375110299966764,0.34729101653504824,0.30978321743112447,4,7
tiny_llm_ptq,online_ogd_task_aware,1,100,0.1355515897233687,0.03648084388380007,7.142002196135195,9.1285848172891,0.9269301006248024,100,running,,,,2.0978714000084437,0.3480561625493732,0.30511879901158795,4,7
tiny_llm_ptq,online_ogd_task_feasibility,1,100,0.26373432573602473,0.03648084388380007,5.693876397726191,14.80081102434385,1.9667478036423944,100,running,,,,1.422381599957589,0.3187636125709889,0.28438618667546245,4,7
tiny_llm_ptq,online_ogd_task_accept,1,100,9.71985562581583e-05,9.71985562581583e-05,8.285838315614418,0.11307990001222579,0.007586171287940974,100,running,,,,1.3548245000420138,0.3479549655286324,0.34736960379100956,4,7
tiny_llm_ptq,online_ogd_epoch5,1,100,0.12874874778708403,0.03648084388380007,7.2462585103376576,8.6835311654623,0.8539808951454986,20,running,,,,2.039895699999761,0.34905893301182755,0.3052639211416003,4,7
tiny_llm_ptq,online_ogd_freeze50,1,100,0.11765547093382502,0.03648084388380007,7.388634791532018,8.140859963865594,0.7863970830193768,50,running,,,,1.5023331999545917,0.34345814339035813,0.3079962725166539,4,7
tiny_llm_ptq,online_ogd_no_dual_rescale,1,100,0.1085373362844689,0.03648084388380007,7.498912636637955,7.590861597227887,0.7226690764547412,100,running,,,,1.2484091999940574,0.3435562255008002,0.3088671714917206,4,7
tiny_llm_ptq,fixed_rho_0p1,2,100,0.008476867692127844,0.0015512398999964195,9.036263108800668,1.4353390316570005,0.1,0,running,,,,1.4968935000360943,0.3706801973951427,0.3544078251132319,4,7
tiny_llm_ptq,fixed_rho_1,2,100,0.1452972902741283,0.03452574687619056,7.336682071717944,10.321893648316498,1.0,0,running,,,,1.6399894999922253,0.3417853839408655,0.3090350576371101,4,7
tiny_llm_ptq,fixed_rho_10,2,100,0.6568943406586302,0.26191399307218466,2.55989042358307,31.857983161726104,10.0,0,running,,,,1.8424441000097431,0.27599814428230834,0.26445254300564364,4,7
tiny_llm_ptq,residual_balance_raw,2,100,0.1452972902741283,0.03452574687619056,7.336682071717944,10.321893648316498,1.0,0,running,,,,1.8438477999879979,0.3417853839408655,0.3090350576371101,4,7
tiny_llm_ptq,residual_balance_normalized,2,100,0.1452972902741283,0.03452574687619056,7.336682071717944,10.321893648316498,1.0,0,running,,,,2.1171118000056595,0.3417853839408655,0.3090350576371101,4,7
tiny_llm_ptq,residual_balance_relative,2,100,0.1452972902741283,0.03452574687619056,7.336682071717944,10.321893648316498,1.0,0,running,,,,2.0229111000080593,0.3417853839408655,0.3090350576371101,4,7
tiny_llm_ptq,online_ogd,2,100,0.10396675585754542,0.03452574687619056,7.901221819518012,8.005955249550192,0.7101496212530384,100,running,,,,1.677706600050442,0.35782947545030563,0.320542756821725,4,7
tiny_llm_ptq,online_ogd_task_aware,2,100,0.15632555692005606,0.03452574687619056,7.640102030108532,11.121972149350295,1.0523470845539236,100,running,,,,2.0583042999496683,0.3592269509853969,0.31630477274177826,4,7
tiny_llm_ptq,online_ogd_task_feasibility,2,100,0.29319823142806073,0.03452574687619056,6.210289509592955,18.22156225594973,2.1997018878246912,100,running,,,,1.496802099980414,0.31791408245691943,0.28914227490111494,4,7
tiny_llm_ptq,online_ogd_task_accept,2,100,4.526729124185039e-05,4.526729124185039e-05,9.881252242362361,0.08471927376007345,0.005113632398293575,100,running,,,,1.3964280000072904,0.42159680173305436,0.415956663536198,4,7
